IATA_CODE,ICAO_CODE,APT_NAME,APT_CAT,FAA_ROLE,STATE,CITY_SERVED
APC,KAPC,Napa County Airport,Reliever airports,R,California,Napa
NOT,KDVO,Gnoss Field (Marin County Airport),Reliever airports,R,California,Novato
PAO,KPAO,Palo Alto Airport of Santa Clara County,Reliever airports,R,California,Palo Alto
,,Petaluma Municipal Airport,Reliever airports,R,California,Petaluma
,KRNM,Ramona Airport,Reliever airports,R,California,Ramona
RAL,KRAL,Riverside Municipal Airport,Reliever airports,R,California,Riverside
SAC,KSAC,Sacramento Executive Airport,Reliever airports,R,California,Sacramento
MHR,KMHR,Sacramento Mather Airport,Reliever airports,R,California,Sacramento
SBD,KSBD,San Bernardino International Airport,Reliever airports,R,California,San Bernardino
SDM,KSDM,Brown Field Municipal Airport,Reliever airports,R,California,San Diego
MYF,KMYF,Montgomery-Gibbs Executive Airport,Reliever airports,R,California,San Diego
SEE,KSEE,Gillespie Field,Reliever airports,R,California,San Diego / El Cajon
RHV,KRHV,Reid-Hillview Airport of Santa Clara County,Reliever airports,R,California,San Jose
,,San Martin Airport,Reliever airports,R,California,San Martin
SMO,KSMO,Santa Monica Municipal Airport,Reliever airports,R,California,Santa Monica
TOA,KTOA,Zamperini Field,Reliever airports,R,California,Torrance
CCB,KCCB,Cable Airport,Reliever airports,R,California,Upland
VNY,KVNY,Van Nuys Airport,Reliever airports,R,California,Van Nuys
VCV,KVCV,Southern California Logistics Airport,Reliever airports,R,California,Victorville
,KAAT,Alturas Municipal Airport,General aviation airports,GA,California,Alturas
APV,KAPV,Apple Valley Airport,General aviation airports,GA,California,Apple Valley
MER,KMER,Castle Airport,General aviation airports,GA,California,Atwater / Merced
AUN,KAUN,Auburn Municipal Airport,General aviation airports,GA,California,Auburn
,,Bakersfield Municipal Airport,General aviation airports,GA,California,Bakersfield
BNG,KBNG,Banning Municipal Airport,General aviation airports,GA,California,Banning
,,Nervino Airport,General aviation airports,GA,California,Beckwourth
RBF,,Big Bear City Airport,General aviation airports,GA,California,Big Bear City
BIH,KBIH,Eastern Sierra Regional Airport,General aviation airports,GA,California,Bishop
BLH,KBLH,Blythe Airport,General aviation airports,GA,California,Blythe
,,Boonville Airport,General aviation airports,GA,California,Boonville
BXS,,Borrego Valley Airport,General aviation airports,GA,California,Borrego Springs
BWC,KBWC,Brawley Municipal Airport,General aviation airports,GA,California,Brawley
,,Bryant Field,General aviation airports,GA,California,Bridgeport
CXL,KCXL,Calexico International Airport,General aviation airports,GA,California,Calexico
,,California City Municipal Airport,General aviation airports,GA,California,California City
,,Cameron Airpark,General aviation airports,GA,California,Cameron Park
CLD,KCRQ,McClellan–Palomar Airport,General aviation airports,GA,California,Carlsbad
,,Cedarville Airport,General aviation airports,GA,California,Cedarville
,,Chemehuevi Valley Airport,General aviation airports,GA,California,Chemehuevi Valley
,,Rogers Field,General aviation airports,GA,California,Chester
CIC,KCIC,Chico Municipal Airport,General aviation airports,GA,California,Chico
,,Chowchilla Airport,General aviation airports,GA,California,Chowchilla
,,Cloverdale Municipal Airport,General aviation airports,GA,California,Cloverdale
CLG,,New Coalinga Municipal Airport,General aviation airports,GA,California,Coalinga
COA,,Columbia Airport,General aviation airports,GA,California,Columbia
,,Colusa County Airport,General aviation airports,GA,California,Colusa
CCR,KCCR,Buchanan Field Airport,General aviation airports,GA,California,Concord
,,Corning Municipal Airport,General aviation airports,GA,California,Corning
,KAJO,Corona Municipal Airport,General aviation airports,GA,California,Corona
,,Round Valley Airport,General aviation airports,GA,California,Covelo
DAG,KDAG,Barstow-Daggett Airport,General aviation airports,GA,California,Daggett
,KEDU,University Airport,General aviation airports,GA,California,Davis
,KDWA,Yolo County Airport,General aviation airports,GA,California,Davis / Woodland / Winters
,KDLO,Delano Municipal Airport,General aviation airports,GA,California,Delano
,,Dinsmore Airport,General aviation airports,GA,California,Dinsmore
,,Butte Valley Airport,General aviation airports,GA,California,Dorris
,,Dunsmuir Municipal-Mott Airport,General aviation airports,GA,California,Dunsmuir
,,Kneeland Airport,General aviation airports,GA,California,Eureka
EKA,KEKA,Murray Field,General aviation airports,GA,California,Eureka
,,Fall River Mills Airport,General aviation airports,GA,California,Fall River Mills
,,Fallbrook Community Airpark,General aviation airports,GA,California,Fallbrook
,,Firebaugh Airport,General aviation airports,GA,California,Firebaugh
,,Scott Valley Airport,General aviation airports,GA,California,Fort Jones
,KFOT,Rohnerville Airport,General aviation airports,GA,California,Fortuna
,,Franklin Field,General aviation airports,GA,California,Franklin
,,Garberville Airport,General aviation airports,GA,California,Garberville
,,Georgetown Airport,General aviation airports,GA,California,Georgetown
GOO,KGOO,Nevada County Air Park (Nevada County Airport),General aviation airports,GA,California,Grass Valley
,,Pine Mountain Lake Airport,General aviation airports,GA,California,Groveland
,,Gustine Airport,General aviation airports,GA,California,Gustine
,KHJO,Hanford Municipal Airport,General aviation airports,GA,California,Hanford
,,Happy Camp Airport,General aviation airports,GA,California,Happy Camp
,,Hayfork Airport,General aviation airports,GA,California,Hayfork
,KHES,Healdsburg Municipal Airport,General aviation airports,GA,California,Healdsburg
HMT,KHMT,Hemet-Ryan Airport,General aviation airports,GA,California,Hemet
HLI,KCVH,Hollister Municipal Airport,General aviation airports,GA,California,Hollister
,,Hoopa Airport,General aviation airports,GA,California,Hoopa
,,Independence Airport,General aviation airports,GA,California,Independence
IYK,KIYK,Inyokern Airport,General aviation airports,GA,California,Inyokern
,KJAQ,Amador County Airport (Westover Field),General aviation airports,GA,California,Jackson
,,Kern Valley Airport,General aviation airports,GA,California,Kernville
KIC,KKIC,Mesa Del Rey Airport,General aviation airports,GA,California,King City
CKE,,Lampson Field,General aviation airports,GA,California,Lakeport
WJF,KWJF,General William J. Fox Airfield,General aviation airports,GA,California,Lancaster
,,Lee Vining Airport,General aviation airports,GA,California,Lee Vining
,KLLR,Little River Airport,General aviation airports,GA,California,Little River
LPC,KLPC,Lompoc Airport,General aviation airports,GA,California,Lompoc
,,Lone Pine Airport,General aviation airports,GA,California,Lone Pine
LSN,KLSN,Los Banos Municipal Airport,General aviation airports,GA,California,Los Banos
MAE,KMAE,Madera Municipal Airport,General aviation airports,GA,California,Madera
MMH,KMMH,Mammoth Yosemite Airport,General aviation airports,GA,California,Mammoth Lakes
OAR,KOAR,Marina Municipal Airport (was Fritzche AAF),General aviation airports,GA,California,Marina
,KMPI,Mariposa-Yosemite Airport,General aviation airports,GA,California,Mariposa
MYV,KMYV,Yuba County Airport,General aviation airports,GA,California,Marysville
,,William Robert Johnston Municipal Airport (was Mendota Airport),General aviation airports,GA,California,Mendota
MOD,KMOD,Modesto City–County Airport (Harry Sham Field),General aviation airports,GA,California,Modesto
MHV,KMHV,Mojave Airport,General aviation airports,GA,California,Mojave
SIY,KSIY,Siskiyou County Airport,General aviation airports,GA,California,Montague
RBK,,French Valley Airport,General aviation airports,GA,California,Murrieta / Temecula
EED,KEED,Needles Airport,General aviation airports,GA,California,Needles
,,Oakdale Airport,General aviation airports,GA,California,Oakdale
,,Oceano County Airport,General aviation airports,GA,California,Oceano
OCN,KOKB,Oceanside Municipal Airport,General aviation airports,GA,California,Oceanside
,,Haigh Field,General aviation airports,GA,California,Orland
OVE,KOVE,Oroville Municipal Airport,General aviation airports,GA,California,Oroville
OXR,KOXR,Oxnard Airport,General aviation airports,GA,California,Oxnard
TRM,KTRM,Jacqueline Cochran Regional Airport,General aviation airports,GA,California,Palm Springs / Thermal
PMD,KPMD,Palmdale Regional Airport / USAF Plant 42,General aviation airports,GA,California,Palmdale
PRB,KPRB,Paso Robles Municipal Airport,General aviation airports,GA,California,Paso Robles
PVF,KPVF,Placerville Airport,General aviation airports,GA,California,Placerville
PTV,KPTV,Porterville Municipal Airport,General aviation airports,GA,California,Porterville
,,Gansner Field,General aviation airports,GA,California,Quincy
,KRIU,Rancho Murieta Airport,General aviation airports,GA,California,Rancho Murieta
RBL,KRBL,Red Bluff Municipal Airport,General aviation airports,GA,California,Red Bluff
,,Benton Field (was Benton Airpark),General aviation airports,GA,California,Redding
REI,KREI,Redlands Municipal Airport,General aviation airports,GA,California,Redlands / San Bernardino
,,Reedley Municipal Airport,General aviation airports,GA,California,Reedley
,,Rio Vista Municipal Airport (Baumann Field),General aviation airports,GA,California,Rio Vista
,,Ruth Airport,General aviation airports,GA,California,Ruth
MCC,KMCC,McClellan Airfield,General aviation airports,GA,California,Sacramento
SNS,KSNS,Salinas Municipal Airport,General aviation airports,GA,California,Salinas
,KCPU,Calaveras County Airport (Maury Rasmussen Field),General aviation airports,GA,California,San Andreas
SQA,KIZA,Santa Ynez Airport,General aviation airports,GA,California,Santa Ynez
MIT,KMIT,Shafter Airport (Minter Field),General aviation airports,GA,California,Shafter
,,Shelter Cove Airport,General aviation airports,GA,California,Shelter Cove
TVL,KTVL,Lake Tahoe Airport,General aviation airports,GA,California,South Lake Tahoe
SVE,KSVE,Susanville Municipal Airport,General aviation airports,GA,California,Susanville
,,Taft Airport (Taft-Kern County Airport),General aviation airports,GA,California,Taft
TSP,KTSP,Tehachapi Municipal Airport,General aviation airports,GA,California,Tehachapi
,KTCY,Tracy Municipal Airport,General aviation airports,GA,California,Tracy
,,Trinity Center Airport,General aviation airports,GA,California,Trinity Center
TRH,,Trona Airport,General aviation airports,GA,California,Trona
TRK,KTRK,Truckee-Tahoe Airport,General aviation airports,GA,California,Truckee
TLR,KTLR,Mefford Field,General aviation airports,GA,California,Tulare
,,Tulelake Municipal Airport,General aviation airports,GA,California,Tulelake
,,Turlock Municipal Airport,General aviation airports,GA,California,Turlock
TNP,KTNP,Twentynine Palms Airport,General aviation airports,GA,California,Twentynine Palms
UKI,KUKI,Ukiah Municipal Airport,General aviation airports,GA,California,Ukiah
,KVCB,Nut Tree Airport,General aviation airports,GA,California,Vacaville
,,Sequoia Field,General aviation airports,GA,California,Visalia
VIS,KVIS,Visalia Municipal Airport,General aviation airports,GA,California,Visalia
,,Wasco Airport (Wasco-Kern County Airport),General aviation airports,GA,California,Wasco
WVI,KWVI,Watsonville Municipal Airport,General aviation airports,GA,California,Watsonville
,,Weaverville Airport (Lonnie Pool Field),General aviation airports,GA,California,Weaverville
,,Weed Airport,General aviation airports,GA,California,Weed
,,Willits Municipal Airport (Ells Field),General aviation airports,GA,California,Willits
WLW,KWLW,Willows-Glenn County Airport,General aviation airports,GA,California,Willows
,,Woodlake Airport,General aviation airports,GA,California,Woodlake
,,Sutter County Airport,General aviation airports,GA,California,Yuba City
,,Adin Airport,Other public-use airports (not listed in NPIAS),,California,Adin
,,Agua Caliente Airport,Other public-use airports (not listed in NPIAS),,California,Agua Caliente Springs
,,Agua Dulce Airpark,Other public-use airports (not listed in NPIAS),,California,Agua Dulce
,,California Pines Airport,Other public-use airports (not listed in NPIAS),,California,Alturas
,,Angwin-Parrett Field (Virgil O. Parrett Field),Other public-use airports (not listed in NPIAS),,California,Angwin
CIB,KAVX,Catalina Airport,Other public-use airports (not listed in NPIAS),,California,Avalon
,,Baker Airport,Other public-use airports (not listed in NPIAS),,California,Baker
,,Southard Field,Other public-use airports (not listed in NPIAS),,California,Bieber
,,Brownsville Airport,Other public-use airports (not listed in NPIAS),,California,Brownsville
,,Elk Hills-Buttonwillow Airport,Other public-use airports (not listed in NPIAS),,California,Buttonwillow
CLR,KCLR,Cliff Hatfield Memorial Airport,Other public-use airports (not listed in NPIAS),,California,Calipatria
,,Chiriaco Summit Airport,Other public-use airports (not listed in NPIAS),,California,Chiriaco Summit
,,Harris Ranch Airport,Other public-use airports (not listed in NPIAS),,California,Coalinga
,,Chicken Strip,Other public-use airports (not listed in NPIAS),,California,Death Valley National Park / Saline Valley
,,Furnace Creek Airport,Other public-use airports (not listed in NPIAS),,California,Death Valley National Park
,,Stovepipe Wells Airport,Other public-use airports (not listed in NPIAS),,California,Death Valley National Park
BLU,KBLU,Blue Canyon - Nyack Airport,Other public-use airports (not listed in NPIAS),,California,Emigrant Gap
,,Eureka Municipal Airport,Other public-use airports (not listed in NPIAS),,California,Eureka
,,Exeter Airport,Other public-use airports (not listed in NPIAS),,California,Exeter
,,Poso Airport (Poso-Kern County Airport),Other public-use airports (not listed in NPIAS),,California,Famoso
,,Fort Bidwell Airport,Other public-use airports (not listed in NPIAS),,California,Fort Bidwell
,,Sierra Sky Park,Other public-use airports (not listed in NPIAS),,California,Fresno
,,Ward Field,Other public-use airports (not listed in NPIAS),,California,Gasquet
,,Ocean Ridge Airport,Other public-use airports (not listed in NPIAS),,California,Gualala
,,Herlong Airport,Other public-use airports (not listed in NPIAS),,California,Herlong
,,Hesperia Airport,Other public-use airports (not listed in NPIAS),,California,Hesperia
,,Frazier Lake Airpark,Other public-use airports (not listed in NPIAS),,California,Hollister
,,Holtville Airport,Other public-use airports (not listed in NPIAS),,California,Holtville
,,Hyampom Airport,Other public-use airports (not listed in NPIAS),,California,Hyampom
,,Jacumba Airport,Other public-use airports (not listed in NPIAS),,California,Jacumba
,,Roy Williams Airport,Other public-use airports (not listed in NPIAS),,California,Joshua Tree
,,Andy McBeth Airport,Other public-use airports (not listed in NPIAS),,California,Klamath Glen
,,Lodi Airport,Other public-use airports (not listed in NPIAS),,California,Lodi
,,Lodi Airpark,Other public-use airports (not listed in NPIAS),,California,Lodi
,,Kingdon Airpark,Other public-use airports (not listed in NPIAS),,California,Lodi
,,Lost Hills Airport (Lost Hills-Kern County Airport),Other public-use airports (not listed in NPIAS),,California,Lost Hills
,,Alpine County Airport,Other public-use airports (not listed in NPIAS),,California,Markleeville
RKC,,Montague Airport (Yreka Rohrer Field),Other public-use airports (not listed in NPIAS),,California,Montague
,,New Cuyama Airport,Other public-use airports (not listed in NPIAS),,California,New Cuyama
,,Ocotillo Airport,Other public-use airports (not listed in NPIAS),,California,Ocotillo Wells
UDD,KUDD,Bermuda Dunes Airport,Other public-use airports (not listed in NPIAS),,California,Palm Springs
,,Perris Valley Airport,Other public-use airports (not listed in NPIAS),,California,Perris
,,Ravendale Airport,Other public-use airports (not listed in NPIAS),,California,Ravendale
,,Rio Linda Airport,Other public-use airports (not listed in NPIAS),,California,Rio Linda
RIR,KRIR,Flabob Airport,Other public-use airports (not listed in NPIAS),,California,Riverside / Rubidoux
,,Rosamond Skypark,Other public-use airports (not listed in NPIAS),,California,Rosamond
SAS,KSAS,Salton Sea Airport,Other public-use airports (not listed in NPIAS),,California,Salton City
SZP,KSZP,Santa Paula Airport,Other public-use airports (not listed in NPIAS),,California,Santa Paula
,,Sonoma Valley Airport,Other public-use airports (not listed in NPIAS),,California,Schellville / Sonoma
,,Selma Airport,Other public-use airports (not listed in NPIAS),,California,Selma
,,Shoshone Airport,Other public-use airports (not listed in NPIAS),,California,Shoshone
,,Sierraville Dearwater Airport,Other public-use airports (not listed in NPIAS),,California,Sierraville
,,Sonoma Skypark,Other public-use airports (not listed in NPIAS),,California,Sonoma
,,Eckert Field,Other public-use airports (not listed in NPIAS),,California,Strathmore
,,Spaulding Airport,Other public-use airports (not listed in NPIAS),,California,Susanville
,,Mountain Valley Airport,Other public-use airports (not listed in NPIAS),,California,Tehachapi
,,New Jerusalem Airport,Other public-use airports (not listed in NPIAS),,California,Tracy
,,Gravelly Valley Airport,Other public-use airports (not listed in NPIAS),,California,Upper Lake
,,Watts-Woodland Airport,Other public-use airports (not listed in NPIAS),,California,Woodland
,,Yucca Valley Airport,Other public-use airports (not listed in NPIAS),,California,Yucca Valley
,,MCMWTC Heliport,Other government/military airports,,California,Bridgeport
,,McMillan Airport,Other government/military airports,,California,Camp Roberts
SYL,KSYL,Roberts AHP,Other government/military airports,,California,Camp Roberts / San Miguel
CSL,KCSL,O'Sullivan AHP,Other government/military airports,,California,Camp San Luis Obispo
,KNID,NAWS China Lake (Armitage Field),Other government/military airports,,California,China Lake
,,Q Area Heliport,Other government/military airports,,California,Concord
,,Turner Field / Amphibious Base Heliport,Other government/military airports,,California,Coronado
NCR,KNCR,NASA Crows Landing Airport (was NALF Crows Landing),Other government/military airports,,California,Crows Landing
EDW,KEDW,Edwards AFB,Other government/military airports,,California,Edwards
,,Edwards AFB Aux. North Base,Other government/military airports,,California,Edwards
NJK,KNJK,NAF El Centro,Other government/military airports,,California,El Centro
SUU,KSUU,Travis Air Force Base,Other government/military airports,,California,Fairfield
HGT,KHGT,Tusi Army Heliport (Hunter Liggett),Other government/military airports,,California,Fort Hunter Liggett / Jolon
BYS,KBYS,Bicycle Lake Army Airfield,Other government/military airports,,California,"Fort Irwin / Barstow, California"
AHC,KAHC,Amedee Army Airfield (Sierra Army Depot),Other government/military airports,,California,Herlong
NRS,KNRS,NOLF Imperial Beach (Ream Field),Other government/military airports,,California,Imperial Beach
NLC,KNLC,NAS Lemoore (Reeves Field),Other government/military airports,,California,Lemoore
VBG,KVBG,Vandenberg Air Force Base,Other government/military airports,,California,Lompoc
,KSLI,Los Alamitos Army Airfield,Other government/military airports,,California,Los Alamitos
BAB,KBAB,Beale Air Force Base,Other government/military airports,,California,Marysville
NUQ,KNUQ,Moffett Federal Airfield,Other government/military airports,,California,Mountain View
,KNFG,MCAS Camp Pendleton (Munn Field),Other government/military airports,,California,Oceanside
,,Camp Parks Heliport,Other government/military airports,,California,Pleasanton
NTD,KNTD,NAS Point Mugu,Other government/military airports,,California,Point Mugu
,KNUC,NALF San Clemente Island (Frederick Sherman Field),Other government/military airports,,California,San Clemente Island
NKX,KNKX,MCAS Miramar (Joe Foss Field),Other government/military airports,,California,San Diego
NZY,KNZY,NAS North Island (Halsey Field),Other government/military airports,,California,San Diego
,KNSI,NOLF San Nicolas Island,Other government/military airports,,California,San Nicolas Island
,KNXP,Twentynine Palms SELF,Other government/military airports,,California,Twentynine Palms
,,W. R. Byron Airport (Gary Field),Notable private-use airports,,California,Blythe
,,"Borges–Clarksburg Airport (former public-use, was FAA: C14)",Notable private-use airports,,California,Clarksburg
,,"Ranchaero Airport (former public-use, was FAA: O23)",Notable private-use airports,,California,Chico
,,"Desert Center Airport (former public-use, was FAA: L64)",Notable private-use airports,,California,Desert Center
,,Douthitt Strip,Notable private-use airports,,California,El Centro
,,LAPD Hooper Heliport,Notable private-use airports,,California,Los Angeles
,KGXA,Grey Butte Field (General Atomics Aeronautical Systems) (was FAA: 04CA),Notable private-use airports,,California,Palmdale
,,"Paradise Skypark (former public-use, was FAA: L24)",Notable private-use airports,,California,Paradise
,,Torrey Pines Gliderport,Notable private-use airports,,California,San Diego
,,Catalina Air-Sea Terminal Heliport,Notable private-use airports,,California,San Pedro
,,Monterey Bay Academy Airport,Notable private-use airports,,California,Watsonville
,,NAS Alameda (closed 1997),Notable former airports,,California,Alameda
,,Alum Rock Airport (closed approx 1936),Notable former airports,,California,Alum Rock
,,Disneyland Heliport,Notable former airports,,California,Anaheim
,,Elk Grove Airport,Notable former airports,,California,Elk Grove
,,Grand Central Airport (closed 1959),Notable former airports,,California,Glendale
,,Paul Hoberg Airport,Notable former airports,,California,Hobergs
,,Meadowlark Airport (closed 1989),Notable former airports,,California,Huntington Beach
,,Hamilton Air Force Base (closed 1988),Notable former airports,,California,Novato
,,Pixley Airport (Harmon Field) (closed),Notable former airports,,California,Pixley
,,Rialto Municipal Airport (Miro Field) (closed 2014),Notable former airports,R,California,Rialto
,,Crissy Field (closed 1974),Notable former airports,,California,San Francisco
NZJ,KNZJ,MCAS El Toro (decommissioned 1999),Notable former airports,,California,Santa Ana
,,Santa Cruz Sky Park (closed 1983),Notable former airports,,California,Scotts Valley
,,Shingletown Airport (closed 2002) [1],Notable former airports,GA,California,Shingletown
,,Gardner Army Airfield (opened 1941),Notable former airports,,California,Taft
ALS,KALS,San Luis Valley Regional Airport (Bergman Field),Commercial service – primary airports,P-N,Colorado,Alamosa
ASE,KASE,Aspen/Pitkin County Airport (Sardy Field),Commercial service – primary airports,P-N,Colorado,Aspen
COS,KCOS,City of Colorado Springs Municipal Airport,Commercial service – primary airports,P-S,Colorado,Colorado Springs
DEN,KDEN,Denver International Airport,Commercial service – primary airports,P-L,Colorado,Denver
DRO,KDRO,Durango–La Plata County Airport,Commercial service – primary airports,P-N,Colorado,Durango
EGE,KEGE,Eagle County Regional Airport,Commercial service – primary airports,P-N,Colorado,Eagle/Vail
GJT,KGJT,Grand Junction Regional Airport (Walker Field),Commercial service – primary airports,P-N,Colorado,Grand Junction
GUC,KGUC,Gunnison–Crested Butte Regional Airport,Commercial service – primary airports,P-N,Colorado,Gunnison
HDN,KHDN,Yampa Valley Airport (Yampa Valley Regional),Commercial service – primary airports,P-N,Colorado,Hayden
MTJ,KMTJ,Montrose Regional Airport,Commercial service – primary airports,P-N,Colorado,Montrose
CEZ,KCEZ,Cortez Municipal Airport,Commercial service – nonprimary airports,CS,Colorado,Cortez
FNL,KFNL,Northern Colorado Regional Airport,Commercial service – nonprimary airports,CS,Colorado,Fort Collins/Loveland
PUB,KPUB,Pueblo Memorial Airport,Commercial service – nonprimary airports,CS,Colorado,Pueblo
TEX,KTEX,Telluride Regional Airport,Commercial service – nonprimary airports,CS,Colorado,Telluride
,KCFO,Colorado Air and Space Port (was Front Range),Reliever airports,R,Colorado,Aurora (Denver)
BJC,KBJC,Rocky Mountain Metropolitan Airport (was Jefferson Co.),Reliever airports,R,Colorado,Broomfield (Denver)
APA,KAPA,Centennial Airport,Reliever airports,R,Colorado,Centennial (Denver)
,KFLY,Meadow Lake Airport (was FAA: 00V),Reliever airports,R,Colorado,Colorado Springs
AKO,KAKO,Colorado Plains Regional Airport,General aviation airports,GA,Colorado,Akron
WBU,KBDU,Boulder Municipal Airport,General aviation airports,GA,Colorado,Boulder
,KAEJ,Central Colorado Regional Airport,General aviation airports,GA,Colorado,Buena Vista
,KITR,Kit Carson County Airport,General aviation airports,GA,Colorado,Burlington
CNE,,Fremont County Airport,General aviation airports,GA,Colorado,Cañon City
CIG,KCAG,Craig-Moffat Airport (Craig-Moffat County Airport),General aviation airports,GA,Colorado,Craig
,KAJZ,Blake Field,General aviation airports,GA,Colorado,Delta
,KEIK,Erie Municipal Airport,General aviation airports,GA,Colorado,Erie
,KFMM,Fort Morgan Municipal Airport,General aviation airports,GA,Colorado,Fort Morgan
,KGNB,Granby-Grand County Airport,General aviation airports,GA,Colorado,Granby
GXY,KGXY,Greeley-Weld County Airport,General aviation airports,GA,Colorado,Greeley
,KHEQ,Holyoke Airport (Holyoke Municipal Airport),General aviation airports,GA,Colorado,Holyoke
,,McElroy Airfield (McElroy Field),General aviation airports,GA,Colorado,Kremmling
,KLHX,La Junta Municipal Airport,General aviation airports,GA,Colorado,La Junta
LAA,KLAA,Southeast Colorado Regional Airport,General aviation airports,GA,Colorado,Lamar
LXV,KLXV,Lake County Airport (Leadville Airport),General aviation airports,GA,Colorado,Leadville
LIC,KLIC,Limon Municipal Airport,General aviation airports,GA,Colorado,Limon
,KLMO,Vance Brand Airport (was AMR/KAMR),General aviation airports,GA,Colorado,Longmont
,KEEO,Meeker Coulter Field,General aviation airports,GA,Colorado,Meeker
,KMVI,Monte Vista Municipal Airport,General aviation airports,GA,Colorado,Monte Vista
,KAIB,Hopkins Field,General aviation airports,GA,Colorado,Nucla
PGO,KPSO,Stevens Field,General aviation airports,GA,Colorado,Pagosa Springs
RNG,,Rangely Airport,General aviation airports,GA,Colorado,Rangely
RIL,KRIL,Rifle Garfield County Regional Airport,General aviation airports,GA,Colorado,Rifle
SLT,KANK,Harriet Alexander Field,General aviation airports,GA,Colorado,Salida
SBS,KSBS,Steamboat Springs Airport (Bob Adams Field),General aviation airports,GA,Colorado,Steamboat Springs
STK,KSTK,Sterling Municipal Airport,General aviation airports,GA,Colorado,Sterling
TAD,KTAD,Perry Stokes Airport,General aviation airports,GA,Colorado,Trinidad
,,Spanish Peaks Airfield,General aviation airports,GA,Colorado,Walsenburg
,,Wray Municipal Airport,General aviation airports,GA,Colorado,Wray
,,Yuma Municipal Airport,General aviation airports,GA,Colorado,Yuma
,,Gebauer Airport,Other public-use airports (not listed in NPIAS),,Colorado,Akron
,,Blanca Airport,Other public-use airports (not listed in NPIAS),,Colorado,Blanca
,,Brush Municipal Airport,Other public-use airports (not listed in NPIAS),,Colorado,Brush
,,Calhan Airport,Other public-use airports (not listed in NPIAS),,Colorado,Calhan
,,Leach Airport,Other public-use airports (not listed in NPIAS),,Colorado,Center
,,Crawford Airport,Other public-use airports (not listed in NPIAS),,Colorado,Crawford
,,Mineral County Memorial Airport,Other public-use airports (not listed in NPIAS),,Colorado,Creede
,KRCV,Astronaut Kent Rominger Airport (Del Norte Muni. & Co.),Other public-use airports (not listed in NPIAS),,Colorado,Del Norte
,,Westwinds Airport (Hawkins Field),Other public-use airports (not listed in NPIAS),,Colorado,Delta
,,Dove Creek Airport,Other public-use airports (not listed in NPIAS),,Colorado,Dove Creek
AMK,,Animas Air Park,Other public-use airports (not listed in NPIAS),,Colorado,Durango
,,Eads Municipal Airport,Other public-use airports (not listed in NPIAS),,Colorado,Eads
,,Colorado Springs East Airport,Other public-use airports (not listed in NPIAS),,Colorado,Ellicott
GWS,KGWS,Glenwood Springs Municipal Airport,Other public-use airports (not listed in NPIAS),,Colorado,Glenwood Springs
,,Easton/Valley View Airport,Other public-use airports (not listed in NPIAS),,Colorado,Greeley
,,Haxtun Municipal Airport,Other public-use airports (not listed in NPIAS),,Colorado,Haxtun
,,Holly Airport,Other public-use airports (not listed in NPIAS),,Colorado,Holly
,,Platte Valley Airpark,Other public-use airports (not listed in NPIAS),,Colorado,Hudson
,,Julesburg Municipal Airport,Other public-use airports (not listed in NPIAS),,Colorado,Julesburg
,,Cuchara Valley Airport at La Veta,Other public-use airports (not listed in NPIAS),,Colorado,La Veta
,,City of Las Animas - Bent County Airport,Other public-use airports (not listed in NPIAS),,Colorado,Las Animas
,,Lake Meredith Seaplane Base,Other public-use airports (not listed in NPIAS),,Colorado,Ordway
WPO,,North Fork Valley Airport,Other public-use airports (not listed in NPIAS),,Colorado,Paonia
,,Kenney Reservoir Seaplane Base,Other public-use airports (not listed in NPIAS),,Colorado,Rangely
,,Saguache Municipal Airport,Other public-use airports (not listed in NPIAS),,Colorado,Saguache
,,Springfield Municipal Airport,Other public-use airports (not listed in NPIAS),,Colorado,Springfield
,,Walden-Jackson County Airport,Other public-use airports (not listed in NPIAS),,Colorado,Walden
,,Silver West Airport,Other public-use airports (not listed in NPIAS),,Colorado,Westcliffe
BKF,KBKF,Buckley Space Force Base,Other military airports,,Colorado,Aurora
AFF,KAFF,United States Air Force Academy,Other military airports,,Colorado,Colorado Springs
FCS,KFCS,Butts Army Airfield (Fort Carson),Other military airports,,Colorado,Fort Carson
,,Beaver Creek Heliport,Notable private-use airports,,Colorado,Beaver Creek
CSE,,Buckhorn Ranch Airport,Notable private-use airports,,Colorado,Crested Butte
,,Mack Mesa Airport,Notable private-use airports,,Colorado,Mack
,,Avon STOLPort (closed between 1986 and 1994)[1],Notable former airports,,Colorado,Avon
,,Breckenridge STOLport (closed between 1998 and 2002)[2],Notable former airports,,Colorado,Breckenridge
DEN,KDEN,Stapleton International Airport (replaced by Denver Intl),Notable former airports,,Colorado,Denver
,,"Fort Collins Downtown Airport (closed Nov. 1, 2006)[3]",Notable former airports,,Colorado,Fort Collins
BDL,KBDL,Bradley International Airport,Commercial service – primary airports,P-M,Connecticut,Hartford
HVN,KHVN,Tweed-New Haven Airport,Commercial service – primary airports,P-N,Connecticut,New Haven
DXR,KDXR,Danbury Municipal Airport,Reliever airports,R,Connecticut,Danbury
HFD,KHFD,Hartford–Brainard Airport,Reliever airports,R,Connecticut,Hartford
,,Robertson Field,Reliever airports,R,Connecticut,Plainville
BDR,KBDR,Igor I. Sikorsky Memorial Airport,General aviation airports,GA,Connecticut,Bridgeport
,KLZD,Danielson Airport,General aviation airports,GA,Connecticut,Danielson
